Account,Company,Transaction Date,JV Value
Equipment and Materials Purchase,ASDA SUPERSTORE,22/07/2014,192.23
Equipment and Materials Purchase,ASDA SUPERSTORE,29/07/2014,176.23
Equipment and Materials Purchase,ASDA SUPERSTORE,12/08/2014,94.27
Equipment and Materials Purchase,ASDA SUPERSTORE,05/08/2014,18.92
Equipment and Materials Purchase,ASDA SUPERSTORE,27/08/2014,20.56
Equipment and Materials Purchase,ASDA SUPERSTORE,12/08/2014,12.6
Equipment and Materials Purchase,ASDA SUPERSTORE,12/08/2014,4.88
Equipment and Materials Purchase,ASDA SUPERSTORE,05/08/2014,141.62
Equipment and Materials Purchase,ASDA SUPERSTORE,12/08/2014,204.47
Equipment and Materials Purchase,ASDA SUPERSTORE,27/08/2014,110.57
Equipment and Materials Purchase,ASDA SUPERSTORE,04/09/2014,7.58
Equipment and Materials Purchase,ASDA SUPERSTORE,11/09/2014,11.54
Equipment and Materials Purchase,ASDA SUPERSTORE,17/09/2014,23.9
Equipment and Materials Purchase,ASDA SUPERSTORE,23/09/2014,3.74
Equipment and Materials Purchase,ASDA SUPERSTORE,30/09/2014,163.85
Equipment and Materials Purchase,ASDA SUPERSTORE,26/09/2014,112.77
Equipment and Materials Purchase,ASDA SUPERSTORE,23/09/2014,93.07
Equipment and Materials Purchase,ASDA SUPERSTORE,17/09/2014,-3.71
Equipment and Materials Purchase,ASDA SUPERSTORE,17/09/2014,173.03
Equipment and Materials Purchase,ASDA SUPERSTORE,11/09/2014,192.05
Equipment and Materials Purchase,ASDA SUPERSTORE,04/09/2014,155.81
Equipment and Materials Purchase,ASDA SUPERSTORE,07/10/2014,9.65
Equipment and Materials Purchase,ASDA SUPERSTORE,06/10/2014,2.9
Equipment and Materials Purchase,ASDA SUPERSTORE,21/10/2014,18.8
Equipment and Materials Purchase,ASDA SUPERSTORE,21/10/2014,163.97
Equipment and Materials Purchase,ASDA SUPERSTORE,21/10/2014,-2.3
Equipment and Materials Purchase,ASDA SUPERSTORE,06/10/2014,70.09
Equipment and Materials Purchase,ASDA SUPERSTORE,07/10/2014,185.77
Equipment and Materials Purchase,ASDA SUPERSTORE,14/10/2014,175.81
Equipment and Materials Purchase,ASDA SUPERSTORE,14/10/2014,-4.5
Equipment and Materials Purchase,ASDA SUPERSTORE,03/04/2014,32.86
Equipment and Materials Purchase,ASDA SUPERSTORE,01/05/2014,37.6
Equipment and Materials Purchase,ASDA SUPERSTORE,08/04/2014,10
Equipment and Materials Purchase,ASDA SUPERSTORE,10/04/2014,18
Equipment and Materials Purchase,ASDA SUPERSTORE,14/04/2014,16
Equipment and Materials Purchase,ASDA SUPERSTORE,10/04/2014,13
Equipment and Materials Purchase,ASDA SUPERSTORE,08/04/2014,274.09
Equipment and Materials Purchase,ASDA SUPERSTORE,07/04/2014,32.1
Equipment and Materials Purchase,ASDA SUPERSTORE,29/04/2014,8.19
Equipment and Materials Purchase,ASDA SUPERSTORE,25/04/2014,10
Equipment and Materials Purchase,ASDA SUPERSTORE,07/05/2014,15.46
Equipment and Materials Purchase,ASDA SUPERSTORE,21/05/2014,5
Equipment and Materials Purchase,ASDA SUPERSTORE,13/05/2014,7.58
Equipment and Materials Purchase,ASDA SUPERSTORE,15/05/2014,25
Equipment and Materials Purchase,ASDA SUPERSTORE,02/06/2014,20
Equipment and Materials Purchase,ASDA SUPERSTORE,22/05/2014,23.85
Equipment and Materials Purchase,ASDA SUPERSTORE,02/06/2014,83.4
Equipment and Materials Purchase,ASDA SUPERSTORE,22/05/2014,13.71
Equipment and Materials Purchase,ASDA SUPERSTORE,15/05/2014,15.29
Equipment and Materials Purchase,ASDA SUPERSTORE,13/05/2014,119.18
Equipment and Materials Purchase,ASDA SUPERSTORE,08/05/2014,2
Equipment and Materials Purchase,ASDA SUPERSTORE,08/05/2014,4
Equipment and Materials Purchase,ASDA SUPERSTORE,07/05/2014,2.48
Equipment and Materials Purchase,ASDA SUPERSTORE,13/06/2014,52.98
Equipment and Materials Purchase,ASDA SUPERSTORE,10/06/2014,30
Equipment and Materials Purchase,ASDA SUPERSTORE,12/06/2014,11.4
Equipment and Materials Purchase,ASDA SUPERSTORE,17/06/2014,28.22
Equipment and Materials Purchase,ASDA SUPERSTORE,26/06/2014,20
Equipment and Materials Purchase,ASDA SUPERSTORE,19/06/2014,19.27
Equipment and Materials Purchase,ASDA SUPERSTORE,06/06/2014,47.5
Equipment and Materials Purchase,ASDA SUPERSTORE,10/06/2014,3.96
Equipment and Materials Purchase,ASDA SUPERSTORE,17/06/2014,69.38
Equipment and Materials Purchase,ASDA SUPERSTORE,26/06/2014,38.66
Equipment and Materials Purchase,ASDA SUPERSTORE,19/06/2014,8
Equipment and Materials Purchase,ASDA SUPERSTORE,19/06/2014,53.12
Equipment and Materials Purchase,ASDA SUPERSTORE,12/06/2014,79.98
Equipment and Materials Purchase,ASDA SUPERSTORE,10/06/2014,94.72
Equipment and Materials Purchase,ASDA SUPERSTORE,06/06/2014,31.47
Equipment and Materials Purchase,ASDA SUPERSTORE,11/06/2014,48.96
Equipment and Materials Purchase,ASDA SUPERSTORE,16/06/2014,20
Equipment and Materials Purchase,ASDA SUPERSTORE,23/06/2014,2
Equipment and Materials Purchase,ASDA SUPERSTORE,16/06/2014,53.18
Equipment and Materials Purchase,ASDA SUPERSTORE,23/06/2014,73.2
Equipment and Materials Purchase,ASDA SUPERSTORE,23/06/2014,0.55
Equipment and Materials Purchase,ASDA SUPERSTORE,18/06/2014,21.74
Equipment and Materials Purchase,ASDA SUPERSTORE,16/07/2014,4
Equipment and Materials Purchase,ASDA SUPERSTORE,03/07/2014,10
Equipment and Materials Purchase,ASDA SUPERSTORE,08/07/2014,5
Equipment and Materials Purchase,ASDA SUPERSTORE,01/08/2014,12.5
Equipment and Materials Purchase,ASDA SUPERSTORE,08/07/2014,10.5
Equipment and Materials Purchase,ASDA SUPERSTORE,25/07/2014,26.47
Equipment and Materials Purchase,ASDA SUPERSTORE,03/07/2014,31.35
Equipment and Materials Purchase,ASDA SUPERSTORE,04/07/2014,14.73
Equipment and Materials Purchase,ASDA SUPERSTORE,24/07/2014,34.85
Equipment and Materials Purchase,ASDA SUPERSTORE,17/07/2014,40.75
Equipment and Materials Purchase,ASDA SUPERSTORE,08/07/2014,104.97
Equipment and Materials Purchase,JS ONLINE GROCERY,09/04/2014,72.88
Equipment and Materials Purchase,JS ONLINE GROCERY,23/04/2014,30
Equipment and Materials Purchase,JS ONLINE GROCERY,29/04/2014,30
Equipment and Materials Purchase,JS ONLINE GROCERY,22/04/2014,21.8
Equipment and Materials Purchase,JS ONLINE GROCERY,22/04/2014,156.82
Equipment and Materials Purchase,JS ONLINE GROCERY,03/04/2014,127.38
Equipment and Materials Purchase,JS ONLINE GROCERY,15/04/2014,112.69
Equipment and Materials Purchase,JS ONLINE GROCERY,08/04/2014,217.8
Equipment and Materials Purchase,JS ONLINE GROCERY,23/04/2014,131.71
Equipment and Materials Purchase,JS ONLINE GROCERY,23/04/2014,-1.95
Equipment and Materials Purchase,JS ONLINE GROCERY,29/04/2014,174.63
Equipment and Materials Purchase,JS ONLINE GROCERY,23/04/2014,77.57
Equipment and Materials Purchase,JS ONLINE GROCERY,29/04/2014,243.97
Equipment and Materials Purchase,JS ONLINE GROCERY,28/05/2014,51.11
Equipment and Materials Purchase,JS ONLINE GROCERY,20/05/2014,30
Equipment and Materials Purchase,JS ONLINE GROCERY,07/05/2014,30
Equipment and Materials Purchase,JS ONLINE GROCERY,13/05/2014,30
Equipment and Materials Purchase,JS ONLINE GROCERY,29/05/2014,16.6
Equipment and Materials Purchase,JS ONLINE GROCERY,09/05/2014,22.6
Equipment and Materials Purchase,JS ONLINE GROCERY,09/05/2014,276.02
Equipment and Materials Purchase,JS ONLINE GROCERY,29/05/2014,179.45
Equipment and Materials Purchase,JS ONLINE GROCERY,28/05/2014,223.99
Equipment and Materials Purchase,JS ONLINE GROCERY,07/05/2014,149
Equipment and Materials Purchase,JS ONLINE GROCERY,13/05/2014,174.55
Equipment and Materials Purchase,JS ONLINE GROCERY,20/05/2014,-1.59
Equipment and Materials Purchase,JS ONLINE GROCERY,20/05/2014,250.74
Equipment and Materials Purchase,JS ONLINE GROCERY,07/05/2014,168.5
Equipment and Materials Purchase,JS ONLINE GROCERY,14/05/2014,171.68
Equipment and Materials Purchase,JS ONLINE GROCERY,13/05/2014,183.44
Equipment and Materials Purchase,JS ONLINE GROCERY,20/05/2014,173.18
Equipment and Materials Purchase,JS ONLINE GROCERY,03/06/2014,30
Equipment and Materials Purchase,JS ONLINE GROCERY,10/06/2014,30
Equipment and Materials Purchase,JS ONLINE GROCERY,17/06/2014,30
Equipment and Materials Purchase,JS ONLINE GROCERY,24/06/2014,30
Equipment and Materials Purchase,JS ONLINE GROCERY,01/07/2014,30
Equipment and Materials Purchase,JS ONLINE GROCERY,04/06/2014,8
Equipment and Materials Purchase,JS ONLINE GROCERY,09/06/2014,11
Equipment and Materials Purchase,JS ONLINE GROCERY,04/06/2014,109.43
Equipment and Materials Purchase,JS ONLINE GROCERY,16/06/2014,141.81
Equipment and Materials Purchase,JS ONLINE GROCERY,09/06/2014,162
Equipment and Materials Purchase,JS ONLINE GROCERY,01/07/2014,221.54
Equipment and Materials Purchase,JS ONLINE GROCERY,03/06/2014,107.85
Equipment and Materials Purchase,JS ONLINE GROCERY,17/06/2014,198.67
Equipment and Materials Purchase,JS ONLINE GROCERY,10/06/2014,123.35
Equipment and Materials Purchase,JS ONLINE GROCERY,24/06/2014,184.06
Equipment and Materials Purchase,JS ONLINE GROCERY,24/06/2014,297.47
Equipment and Materials Purchase,JS ONLINE GROCERY,03/06/2014,240.21
Equipment and Materials Purchase,JS ONLINE GROCERY,10/06/2014,253.87
Equipment and Materials Purchase,JS ONLINE GROCERY,10/06/2014,-5.6
Equipment and Materials Purchase,JS ONLINE GROCERY,17/06/2014,312.74
Equipment and Materials Purchase,JS ONLINE GROCERY,01/07/2014,198.39
Equipment and Materials Purchase,JS ONLINE GROCERY,08/07/2014,30
Equipment and Materials Purchase,JS ONLINE GROCERY,15/07/2014,30
Equipment and Materials Purchase,JS ONLINE GROCERY,22/07/2014,20
Equipment and Materials Purchase,JS ONLINE GROCERY,29/07/2014,97.77
Equipment and Materials Purchase,JS ONLINE GROCERY,08/07/2014,140.81
Equipment and Materials Purchase,JS ONLINE GROCERY,15/07/2014,227.19
Equipment and Materials Purchase,JS ONLINE GROCERY,29/07/2014,134.5
Equipment and Materials Purchase,JS ONLINE GROCERY,22/07/2014,171.02
Equipment and Materials Purchase,JS ONLINE GROCERY,15/07/2014,-1.25
Equipment and Materials Purchase,JS ONLINE GROCERY,08/07/2014,261.02
Equipment and Materials Purchase,JS ONLINE GROCERY,15/07/2014,148.72
Equipment and Materials Purchase,JS ONLINE GROCERY,22/07/2014,53.49
Equipment and Materials Purchase,JS ONLINE GROCERY,05/08/2014,76.22
Equipment and Materials Purchase,JS ONLINE GROCERY,05/08/2014,-8
Equipment and Materials Purchase,JS ONLINE GROCERY,12/08/2014,108.95
Equipment and Materials Purchase,JS ONLINE GROCERY,13/08/2014,13.75
Equipment and Materials Purchase,JS ONLINE GROCERY,01/09/2014,30.5
Equipment and Materials Purchase,JS ONLINE GROCERY,18/08/2014,82.64
Equipment and Materials Purchase,JS ONLINE GROCERY,01/09/2014,126.23
Equipment and Materials Purchase,JS ONLINE GROCERY,13/08/2014,103.1
Equipment and Materials Purchase,JS ONLINE GROCERY,19/08/2014,69.78
Equipment and Materials Purchase,JS ONLINE GROCERY,12/08/2014,136.05
Equipment and Materials Purchase,JS ONLINE GROCERY,05/08/2014,158.79
Equipment and Materials Purchase,JS ONLINE GROCERY,09/09/2014,311.17
Food Costs,JS ONLINE GROCERY,23/09/2014,215.62
Food Costs,JS ONLINE GROCERY,30/09/2014,300.98
Food Costs,JS ONLINE GROCERY,30/09/2014,-1.6
Food Costs,JS ONLINE GROCERY,16/09/2014,222.62
Food Costs,JS ONLINE GROCERY,17/09/2014,26.8
Food Costs,JS ONLINE GROCERY,17/09/2014,154.84
Food Costs,JS ONLINE GROCERY,02/09/2014,225.95
Food Costs,JS ONLINE GROCERY,09/09/2014,179.97
Food Costs,JS ONLINE GROCERY,16/09/2014,164.61
Food Costs,JS ONLINE GROCERY,30/09/2014,154.49
Food Costs,JS ONLINE GROCERY,23/09/2014,195.11
Food Costs,JS ONLINE GROCERY,21/10/2014,33.91
Food Costs,JS ONLINE GROCERY,16/10/2014,51.14
Food Costs,JS ONLINE GROCERY,14/10/2014,220.64
Food Costs,JS ONLINE GROCERY,21/10/2014,-8
Food Costs,JS ONLINE GROCERY,07/10/2014,-32.1
Food Costs,JS ONLINE GROCERY,07/10/2014,259.83
Food Costs,JS ONLINE GROCERY,21/10/2014,191.96
Food Costs,JS ONLINE GROCERY,07/10/2014,145.96
Food Costs,JS ONLINE GROCERY,21/10/2014,174.52
Food Costs,JS ONLINE GROCERY,28/10/2014,155.49
Food Costs,JS ONLINE GROCERY,14/10/2014,159.27
Food Costs,JS ONLINE GROCERY,21/10/2014,-1.35
Food Costs,JS ONLINE GROCERY,11/11/2014,-1.65
Food Costs,JS ONLINE GROCERY,25/11/2014,381.97
Food Costs,JS ONLINE GROCERY,25/11/2014,-6.8
Food Costs,JS ONLINE GROCERY,18/11/2014,418.65
Food Costs,JS ONLINE GROCERY,18/11/2014,-35.9
Food Costs,JS ONLINE GROCERY,11/11/2014,280.42
Food Costs,JS ONLINE GROCERY,04/11/2014,223.61
Food Costs,JS ONLINE GROCERY,07/11/2014,31.9
Food Costs,JS ONLINE GROCERY,07/11/2014,220.91
Food Costs,JS ONLINE GROCERY,11/11/2014,250.48
Food Costs,JS ONLINE GROCERY,25/11/2014,168.06
Food Costs,JS ONLINE GROCERY,04/11/2014,141.84
Food Costs,JS ONLINE GROCERY,18/11/2014,252.99
Food Costs,JS ONLINE GROCERY,19/11/2014,-1.6
Food Costs,JS ONLINE GROCERY,02/12/2014,335.72
Food Costs,JS ONLINE GROCERY,16/12/2014,-2
Food Costs,JS ONLINE GROCERY,16/12/2014,296.58
Food Costs,JS ONLINE GROCERY,09/12/2014,-6.25
Food Costs,JS ONLINE GROCERY,09/12/2014,253.97
Food Costs,JS ONLINE GROCERY,02/12/2014,-26.55
Food Costs,JS ONLINE GROCERY,24/12/2014,16.7
Food Costs,JS ONLINE GROCERY,24/12/2014,268.75
Food Costs,JS ONLINE GROCERY,02/12/2014,170.16
Food Costs,JS ONLINE GROCERY,09/12/2014,200.89
Food Costs,JS ONLINE GROCERY,16/12/2014,198.19
Food Costs,JS ONLINE GROCERY,13/01/2015,-1.35
Food Costs,JS ONLINE GROCERY,20/01/2015,180.89
Food Costs,JS ONLINE GROCERY,27/01/2015,300.08
Food Costs,ASDA SUPERSTORE,06/01/2015,210.23
Food Costs,ASDA SUPERSTORE,13/01/2015,258.99
Food Costs,ASDA SUPERSTORE,06/01/2015,126.92
Food Costs,ASDA SUPERSTORE,13/01/2015,117.69
Food Costs,ASDA SUPERSTORE,27/01/2015,157.8
Food Costs,ASDA SUPERSTORE,20/01/2015,131.46
Food Costs,ASDA SUPERSTORE,17/02/2015,49.62
Food Costs,ASDA SUPERSTORE,10/02/2015,235.85
Food Costs,ASDA SUPERSTORE,03/02/2015,282.15
Food Costs,ASDA SUPERSTORE,24/02/2015,225.11
Food Costs,ASDA SUPERSTORE,24/02/2015,159.34
Food Costs,ASDA SUPERSTORE,17/02/2015,71.2
Food Costs,ASDA SUPERSTORE,17/02/2015,-1
Food Costs,ASDA SUPERSTORE,10/02/2015,215.32
Food Costs,ASDA SUPERSTORE,03/02/2015,280.85
Food Costs,ASDA SUPERSTORE,08/04/2014,25.88
Food Costs,ASDA SUPERSTORE,14/04/2014,11.6
Food Costs,ASDA SUPERSTORE,07/04/2014,23.35
Food Costs,ASDA SUPERSTORE,10/04/2014,23.73
Food Costs,ASDA SUPERSTORE,14/04/2014,134.97
Food Costs,ASDA SUPERSTORE,07/04/2014,149.65
Food Costs,ASDA SUPERSTORE,08/04/2014,156.25
Food Costs,ASDA SUPERSTORE,08/04/2014,8.76
Food Costs,ASDA SUPERSTORE,03/04/2014,115.15
Food Costs,ASDA SUPERSTORE,07/05/2014,10
Food Costs,ASDA SUPERSTORE,21/10/2014,-1.2
Food Costs,ASDA SUPERSTORE,29/04/2014,18.3
Food Costs,ASDA SUPERSTORE,28/04/2014,25.44
Food Costs,ASDA SUPERSTORE,16/04/2014,32.05
Food Costs,ASDA SUPERSTORE,29/04/2014,35
Food Costs,ASDA SUPERSTORE,18/04/2014,20.1
Food Costs,ASDA SUPERSTORE,28/04/2014,136.44
Food Costs,ASDA SUPERSTORE,25/04/2014,30.02
Food Costs,ASDA SUPERSTORE,16/04/2014,134.45
Food Costs,ASDA SUPERSTORE,29/04/2014,118.45
Food Costs,ASDA SUPERSTORE,18/04/2014,160.39
Food Costs,ASDA SUPERSTORE,28/04/2014,66.07
Food Costs,SAINSBURYS,29/04/2014,48.09
Food Costs,SAINSBURYS,23/05/2014,19.95
Food Costs,SAINSBURYS,19/05/2014,12
Food Costs,SAINSBURYS,23/05/2014,10.25
Food Costs,SAINSBURYS,19/05/2014,43.69
Food Costs,SAINSBURYS,26/05/2014,37.7
Food Costs,SAINSBURYS,05/05/2014,24.43
Food Costs,SAINSBURYS,26/05/2014,144.6
Food Costs,SAINSBURYS,05/05/2014,158.83
Food Costs,SAINSBURYS,19/05/2014,161.89
Food Costs,SAINSBURYS,21/05/2014,146.6
Food Costs,SAINSBURYS,14/05/2014,51.9
Food Costs,SAINSBURYS,12/05/2014,59.54
Food Costs,SAINSBURYS,05/05/2014,73.34
Food Costs,SAINSBURYS,01/07/2014,12.75
Food Costs,SAINSBURYS,30/06/2014,33.98
Food Costs,SAINSBURYS,24/06/2014,26.85
Food Costs,SAINSBURYS,23/06/2014,37
Food Costs,SAINSBURYS,03/06/2014,3
Food Costs,SAINSBURYS,01/07/2014,116.36
Food Costs,SAINSBURYS,27/06/2014,5.25
Food Costs,SAINSBURYS,30/06/2014,148.71
Food Costs,SAINSBURYS,24/06/2014,142.78
Food Costs,SAINSBURYS,03/06/2014,34.15
Food Costs,SAINSBURYS,16/06/2014,8.95
Food Costs,SAINSBURYS,23/06/2014,157.67
Food Costs,SAINSBURYS,11/06/2014,69.99
Food Costs,SAINSBURYS,01/07/2014,10
Food Costs,SAINSBURYS,09/06/2014,49.88
Food Costs,SAINSBURYS,29/07/2014,20.5
Food Costs,SAINSBURYS,22/07/2014,18.5
Food Costs,SAINSBURYS,21/07/2014,40.32
Food Costs,SAINSBURYS,28/07/2014,48.86
Food Costs,SAINSBURYS,07/07/2014,24.25
Food Costs,SAINSBURYS,14/07/2014,22.9
Food Costs,SAINSBURYS,15/07/2014,24.2
Food Costs,SAINSBURYS,15/07/2014,142.89
Food Costs,SAINSBURYS,21/07/2014,141.65
Food Costs,SAINSBURYS,14/07/2014,154.79
Food Costs,SAINSBURYS,18/07/2014,42.13
Food Costs,SAINSBURYS,28/07/2014,194.27
Food Costs,SAINSBURYS,29/07/2014,143.56
Food Costs,SAINSBURYS,22/07/2014,138.05
Food Costs,SAINSBURYS,07/07/2014,175.56
Food Costs,SAINSBURYS,14/07/2014,48.89
Food Costs,SAINSBURYS,14/07/2014,4
Food Costs,SAINSBURYS,14/07/2014,0.55
Food Costs,SAINSBURYS,01/08/2014,28.7
Food Costs,SAINSBURYS,04/07/2014,28.47
Food Costs,SAINSBURYS,23/07/2014,20.55
Food Costs,SAINSBURYS,01/09/2014,125.11
Food Costs,SAINSBURYS,14/08/2014,27.5
Food Costs,SAINSBURYS,08/08/2014,32.7
Food Costs,SAINSBURYS,05/08/2014,52.15
Food Costs,SAINSBURYS,04/08/2014,34.1
Food Costs,SAINSBURYS,19/08/2014,11
Food Costs,SAINSBURYS,25/08/2014,40.5
Food Costs,SAINSBURYS,19/08/2014,141.07
Food Costs,SAINSBURYS,05/08/2014,155.02
Food Costs,SAINSBURYS,04/08/2014,108.55
Food Costs,SAINSBURYS,14/08/2014,121.39
Food Costs,SAINSBURYS,08/08/2014,146.36
Food Costs,SAINSBURYS,25/08/2014,145.17
Food Costs,SAINSBURYS,18/08/2014,50.1
Food Costs,SAINSBURYS,21/08/2014,26.1
Food Costs,SAINSBURYS,08/08/2014,78.7
Food Costs,SAINSBURYS,14/08/2014,46.53
Food Costs,SAINSBURYS,05/08/2014,7.81
Food Costs,SAINSBURYS,30/09/2014,22
Food Costs,SAINSBURYS,29/09/2014,18.9
Food Costs,SAINSBURYS,23/09/2014,33.8
Food Costs,SAINSBURYS,22/09/2014,35.93
Food Costs,SAINSBURYS,15/09/2014,28.5
Food Costs,SAINSBURYS,09/09/2014,27.5
Food Costs,SAINSBURYS,03/09/2014,30.6
Food Costs,SAINSBURYS,03/09/2014,168.02
Food Costs,SAINSBURYS,08/09/2014,188.53
Food Costs,SAINSBURYS,01/10/2014,36.12
Food Costs,SAINSBURYS,09/09/2014,99.34
Food Costs,SAINSBURYS,15/09/2014,176.65
Food Costs,SAINSBURYS,19/09/2014,65.78
Food Costs,SAINSBURYS,22/09/2014,180.91
Food Costs,SAINSBURYS,23/09/2014,141.92
Food Costs,SAINSBURYS,29/09/2014,163.89
Food Costs,SAINSBURYS,30/09/2014,109.92
Food Costs,SAINSBURYS,22/09/2014,7.18
Food Costs,SAINSBURYS,22/09/2014,40.18
Food Costs,SAINSBURYS,22/09/2014,0.55
Food Costs,SAINSBURYS,13/10/2014,71.28
Food Costs,SAINSBURYS,07/10/2014,12.8
Food Costs,SAINSBURYS,28/10/2014,7.25
Food Costs,SAINSBURYS,15/10/2014,39.65
Food Costs,SAINSBURYS,03/11/2014,41.3
Food Costs,SAINSBURYS,27/10/2014,41
Food Costs,SAINSBURYS,21/10/2014,30.15
Food Costs,SAINSBURYS,20/10/2014,29.25
Food Costs,SAINSBURYS,06/10/2014,34.3
Food Costs,SAINSBURYS,28/10/2014,137.93
Food Costs,SAINSBURYS,29/10/2014,13.96
Food Costs,SAINSBURYS,03/11/2014,145.21
Food Costs,SAINSBURYS,06/10/2014,172.94
Food Costs,SAINSBURYS,15/10/2014,154.48
Food Costs,SAINSBURYS,20/10/2014,157.94
Food Costs,SAINSBURYS,27/10/2014,184.25
Food Costs,SAINSBURYS,21/10/2014,120.68
Food Costs,SAINSBURYS,21/10/2014,2.49
Food Costs,SAINSBURYS,13/10/2014,182.78
Food Costs,SAINSBURYS,07/10/2014,145.26
Food Costs,SAINSBURYS,07/10/2014,6.36
Food Costs,SAINSBURYS,20/10/2014,12
Food Costs,SAINSBURYS,23/10/2014,40.3
Food Costs,SAINSBURYS,16/10/2014,16.6
Food Costs,SAINSBURYS,10/10/2014,21.05
Food Costs,SAINSBURYS,20/10/2014,54.5
Food Costs,SAINSBURYS,13/10/2014,54.57
Food Costs,SAINSBURYS,20/10/2014,0.55
Food Costs,SAINSBURYS,13/10/2014,0.55
Food Costs,SAINSBURYS,07/11/2014,6.5
Food Costs,SAINSBURYS,25/11/2014,35.65
Food Costs,SAINSBURYS,11/11/2014,12.5
Food Costs,SAINSBURYS,24/11/2014,11
Food Costs,SAINSBURYS,19/11/2014,28
Food Costs,SAINSBURYS,14/11/2014,25.2
Food Costs,SAINSBURYS,01/12/2014,41.81
Food Costs,SAINSBURYS,01/12/2014,155.04
Food Costs,SAINSBURYS,25/11/2014,129.73
Food Costs,SAINSBURYS,14/11/2014,145.64
Food Costs,SAINSBURYS,11/11/2014,145.71
Food Costs,SAINSBURYS,21/11/2014,25.65
Food Costs,SAINSBURYS,19/11/2014,152.92
Food Costs,SAINSBURYS,24/11/2014,153.67
Food Costs,SAINSBURYS,12/11/2014,36.23
Food Costs,SAINSBURYS,21/11/2014,1.5
Food Costs,SAINSBURYS,24/11/2014,1.6
Food Costs,SAINSBURYS,05/11/2014,18.4
Food Costs,SAINSBURYS,22/12/2014,13.3
Food Costs,SAINSBURYS,09/12/2014,32.95
Food Costs,SAINSBURYS,08/12/2014,36.65
Food Costs,SAINSBURYS,02/12/2014,24.55
Food Costs,SAINSBURYS,15/12/2014,37.25
Food Costs,SAINSBURYS,22/12/2014,32.75
Food Costs,SAINSBURYS,16/12/2014,15.75
Food Costs,SAINSBURYS,12/12/2014,52.29
Food Costs,SAINSBURYS,15/12/2014,148.3
Food Costs,SAINSBURYS,02/12/2014,138.74
Food Costs,SAINSBURYS,23/12/2014,157.07
Food Costs,SAINSBURYS,22/12/2014,166.32
Food Costs,SAINSBURYS,16/12/2014,126.38
Food Costs,SAINSBURYS,10/12/2014,20.85
Food Costs,SAINSBURYS,05/12/2014,68.15
Food Costs,SAINSBURYS,08/12/2014,133.23
Food Costs,SAINSBURYS,09/12/2014,158.62
Food Costs,SAINSBURYS,02/12/2014,31.3
Food Costs,SAINSBURYS,24/12/2014,4
Food Costs,SAINSBURYS,08/12/2014,5
Food Costs,SAINSBURYS,24/12/2014,13.32
Food Costs,SAINSBURYS,30/12/2014,12
Food Costs,SAINSBURYS,24/12/2014,43.51
Food Costs,SAINSBURYS,30/12/2014,200.49
Food Costs,SAINSBURYS,08/12/2014,69.58
Food Costs,SAINSBURYS,08/12/2014,0.55
Food Costs,SAINSBURYS,12/12/2014,18.9
Food Costs,SAINSBURYS,14/01/2015,24.6
Food Costs,SAINSBURYS,27/01/2015,29.3
Food Costs,SAINSBURYS,02/02/2015,50.5
Food Costs,SAINSBURYS,06/01/2015,58.2
Food Costs,SAINSBURYS,26/01/2015,33.2
Food Costs,SAINSBURYS,12/01/2015,40.15
Food Costs,SAINSBURYS,19/01/2015,32.7
Food Costs,SAINSBURYS,20/01/2015,49.99
Food Costs,SAINSBURYS,09/01/2015,13.39
Food Costs,TESCO STORE,18/12/2014,24.02
Food Costs,TESCO STORE,06/01/2015,7.45
Food Costs,TESCO STORE,11/02/2015,35.96
Food Costs,TESCO STORE,24/10/2014,60.57
Food Costs,TESCO STORE,19/01/2015,12.5
Food Costs,TESCO STORE,23/02/2015,7.6
Food Costs,TESCO STORE,11/04/2014,24.87
Food Costs,TESCO STORE,04/04/2014,62.15
Food Costs,TESCO STORE,22/04/2014,17
Food Costs,TESCO STORE,08/04/2014,55.47
Food Costs,TESCO STORE,08/04/2014,110
Food Costs,TESCO STORE,08/04/2014,44.78
Food Costs,TESCO STORE,08/04/2014,29.5
Food Costs,TESCO STORE,27/05/2014,39.96
Food Costs,TESCO STORE,26/05/2014,22.4
Food Costs,TESCO STORE,28/05/2014,5
Food Costs,TESCO STORE,28/05/2014,29.62
Food Costs,TESCO STORE,28/05/2014,10.88
Food Costs,TESCO STORE,30/05/2014,23
Food Costs,TESCO STORE,13/06/2014,2.85
Food Costs,TESCO STORE,20/06/2014,42.42
Food Costs,TESCO STORE,16/06/2014,11.98
Food Costs,TESCO STORE,19/06/2014,61.12
Food Costs,TESCO STORE,05/06/2014,79.29
Food Costs,TESCO STORE,01/08/2014,5
Food Costs,TESCO STORE,11/07/2014,31.14
Food Costs,TESCO STORE,01/08/2014,29.26
Food Costs,TESCO STORE,01/08/2014,26.38
Food Costs,TESCO STORE,01/08/2014,45.1
Food Costs,TESCO STORE,25/07/2014,3.25
Food Costs,TESCO STORE,02/07/2014,169.32
Food Costs,TESCO STORE,18/07/2014,68
Food Costs,TESCO STORE,18/07/2014,4
Food Costs,TESCO STORE,15/07/2014,52.34
Food Costs,TESCO STORE,29/08/2014,95.79
Food Costs,TESCO STORE,21/08/2014,29.04
Food Costs,TESCO STORE,29/08/2014,33.75
Food Costs,TESCO STORE,19/08/2014,27
Food Costs,TESCO STORE,29/08/2014,127.55
Food Costs,TESCO STORE,11/08/2014,19.5
Food Costs,TESCO STORE,07/08/2014,104.1
